 Locus tag,Gene abbreviation,"RPKM1 ,           Shew 3-18-1_ax   High light,      high O2               (control)","RPKM1,             Syn 7002   Shew 3-18-1   co-culture lactate","RPKM1,             Syn 7002   Shew 3-18-1   co-culture HCO3-","Fold change,                   Co-culture lactate                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                             axenic control","Fold change,                   Co-culture HCO3-                    vs.                                            co-culture lactate",Curated Product Descriptor,Main Role,Subrole,Subsystem,Predicted Localization,Regulon,Unnamed: 14,resolved_locus_tag,resolution_method
SputW3181_1329,yqgF,28.8,27.0,8.0,0.94,0.28,0.3,anti-termination protein YqgF,Transcription,Transcription factors,,Cytoplasm,,,,unresolved
SputW3181_1332,,195.4,155.3,76.1,0.79,0.39,0.49,hypothetical inner membrane protein,Unknown function,General,Iron homeostasis,Inner Membrane (4 transmembrane spans),Fur,,,unresolved
SputW3181_1335,tpx,51.2,45.9,0.0,0.9,0.0,0.0,thiol peroxidase Tpx,Cellular processes,Detoxification,Oxidative stress,Periplasm,,,,unresolved
SputW3181_1340,,7.4,9.5,0.0,1.27,0.02,0.01,diguanylate cyclase with HAMP domain,Regulatory functions,Small molecule interactions,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_1342,,5.6,5.4,0.0,0.97,0.02,0.02,acteyltransferase GNAT family,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_1344,nrfJ,1365.0,1558.7,398.0,1.14,0.29,0.26,periplasmic protein of unknown function NrfJ,Unknown function,General,,Periplasm,,,,unresolved
SputW3181_1345,,34.4,37.8,12.8,1.1,0.37,0.34,acteyltransferase GNAT family,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_1346,,52.1,54.0,12.8,1.04,0.25,0.24,acteyltransferase GNAT family,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_1351,,63.3,59.4,125.7,0.94,1.99,2.12,protein of unknown function DUF21 with CBS domain,Unknown function,General,,Inner Membrane (3 transmembrane spans),,,,unresolved
SputW3181_1352,rlmN,35.4,37.8,96.9,1.07,2.74,2.56,23S rRNA (adenine2503-C2)-methyltransferase RlmN,Protein synthesis,tRNA and rRNA base modification,tRNA biogenesis,Cytoplasm,,,,unresolved
SputW3181_1361,guaB,62.3,70.2,187.4,1.13,3.01,2.67,inosine-5-monophosphate dehydrogenase GuaB,"Purines, pyrimidines, nucleosides, and nucleotides",Purine ribonucleotide biosynthesis,Purine biosynthesis,Cytoplasm,PUR,,,unresolved
SputW3181_1363,tadA,29.8,29.7,90.5,1.0,3.04,3.04,tRNA-specific adenosine deaminase TadA,Protein synthesis,tRNA and rRNA base modification,tRNA biogenesis,Cytoplasm,,,,unresolved
SputW3181_1373,,40.9,41.9,4.8,1.02,0.12,0.11,TetR family transcriptional repressor of RND efflux transporter,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_1374,,67.9,64.8,21.6,0.95,0.32,0.33,outer membrane protein FadL family,Transport and binding proteins,Porins and secretins,,Outer Membrane,,,,unresolved
SputW3181_1377,,35.4,51.3,16.0,1.45,0.45,0.31,motility accessory factor Maf family,Cellular processes,Motility,Flagellar motility,Cytoplasm,,,,unresolved
SputW3181_1380,pseF,174.0,145.9,58.5,0.84,0.34,0.4,pseudaminic acid CMP-transferase PseF,Cell envelope,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Flagella modification,Cytoplasm,,,,unresolved
SputW3181_1384,,188.9,205.3,74.5,1.09,0.39,0.36,acyl carrier protein,Cell envelope,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Flagella modification,Cytoplasm,,,,unresolved
SputW3181_1386,,69.8,68.9,27.2,0.99,0.39,0.4,AMP-dependent synthetase and ligase family protein,Cell envelope,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Flagella modification,Cytoplasm,,,,unresolved
SputW3181_1387,luxE,75.4,70.2,19.2,0.93,0.25,0.27,acyl-protein synthetase LuxE,Fatty acid and phospholipid metabolism,Degradation,Fatty acid degradation,Cytoplasm,,,,unresolved
SputW3181_1388,luxC,93.0,87.8,31.2,0.94,0.34,0.36,acyl-CoA reductase LuxC,Fatty acid and phospholipid metabolism,Degradation,Fatty acid degradation,Cytoplasm,,,,unresolved
SputW3181_1389,luxD,110.7,145.9,20.0,1.32,0.18,0.14,acyltransferase LuxD,Fatty acid and phospholipid metabolism,Degradation,Fatty acid degradation,Cytoplasm,,,,unresolved
SputW3181_1390,,54.9,70.2,18.4,1.28,0.34,0.26,SAM-dependent methyltransferase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_1395,licC,14.9,31.1,0.0,2.09,0.01,0.0,phosphocholine cytidylyltransferase LicC,Cell envelope,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Flagella modification,Cytoplasm,,,,unresolved
SputW3181_1396,,30.7,35.1,11.2,1.14,0.37,0.32,conserved hypothetical protein,Unknown function,General,Flagellar motility,Cytoplasm,,,,unresolved
SputW3181_1399,flgO,67.9,74.3,201.0,1.09,2.96,2.71,outer membrane lipoprotein required for flagellar motility FlgO,Transport and binding proteins,Secretion systems,Flagellar motility,Outer Membrane Lipoprotein & Periplasm,,,,unresolved
SputW3181_1402,flgM,254.0,305.3,744.7,1.2,2.93,2.44,flagellar biosynthesis anti-sigma factor FlgM,Regulatory functions,Protein interactions,Flagellar motility,Cytoplasm,,,,unresolved
SputW3181_1407,flgC,234.5,341.7,694.2,1.46,2.96,2.03,flagellar basal-body rod protein FlgC,Cellular processes,Motility,Flagellar motility,Periplasm,,,,unresolved
SputW3181_1412,flgH,193.5,183.7,80.9,0.95,0.42,0.44,flagellar L-ring protein FlgH,Cellular processes,Motility,Flagellar motility,Outer Membrane Lipoprotein,,,,unresolved
SputW3181_1418,fliC,845.8,1372.3,3620.8,1.62,4.28,2.64,flagellin FliC,Cell envelope,Surface structures,Flagellar motility,Surface structure,,,,unresolved
SputW3181_1419,flaG,162.8,224.2,574.1,1.38,3.53,2.56,uncharacterized flagella locus protein FlaG,Cellular processes,Motility,Flagellar motility,Cytoplasm,,,,unresolved
SputW3181_1420,fliD,203.8,291.8,763.1,1.43,3.74,2.62,flagellar filament capping protein FliD,Cell envelope,Surface structures,Flagellar motility,Surface structure,,,,unresolved
SputW3181_1430,fliI,138.6,68.9,32.8,0.5,0.24,0.48,flagellar protein export ATPase FliI,Transport and binding proteins,Secretion systems,Flagellar motility,Cytoplasm,,,,unresolved
SputW3181_1438,fliQ,140.5,131.0,37.6,0.93,0.27,0.29,flagellar export protein FliQ,Transport and binding proteins,Secretion systems,Flagellar motility,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_1439,fliR,118.2,106.7,34.4,0.9,0.29,0.32,flagellar export protein FliR,Transport and binding proteins,Secretion systems,Flagellar motility,Inner Membrane (6 transmembrane spans),,,,unresolved
SputW3181_1450,,192.6,181.0,64.9,0.94,0.34,0.36,chemotaxis protein polar localization protein ParC,Protein fate,Protein and peptide secretion and trafficking,,Cytoplasm,,,,unresolved
SputW3181_1455,,5.6,6.8,19.2,1.21,3.44,2.85,cytoplasmic protein in chemotaxis locus,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1460,rfaH,75.4,116.2,434.8,1.54,5.77,3.74,transcriptional antiterminator RfaH,Transcription,Transcription factors,Flagellar motility,Cytoplasm,,,,unresolved
SputW3181_1465,rfbD,209.4,248.5,96.1,1.19,0.46,0.39,dTDP-4-dehydrorhamnose reductase RfbD,Cell envelope,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Flagellar motility,Cytoplasm,,,,unresolved
SputW3181_1466,rfbc,161.0,168.8,68.9,1.05,0.43,0.41,dTDP-4-keto-L-rhamnose-35-epimerase RfbC,Cell envelope,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Flagellar motility,Cytoplasm,,,,unresolved
SputW3181_1476,rfbc,101.4,70.2,32.0,0.69,0.32,0.46,dTDP-4-keto-L-rhamnose-35-epimerase RfbC,Cell envelope,Biosynthesis and degradation of surface polysaccharides and lipopolysaccharides,Flagellar motility,Cytoplasm,,,,unresolved
SputW3181_1480,,23.3,4.1,0.0,0.17,0.01,0.03,hypothetical protein,Unknown function,General,Cpx pathway envelope stress response (same operon),Cytoplasm,,,,unresolved
SputW3181_1482,,13.0,20.3,7.2,1.56,0.55,0.36,two component signal transduction system histidine kinase with GAF sensory domain,Signal transduction,Two component systems,Lipopolysaccharide biosynthesis,Cytoplasm,,,,unresolved
SputW3181_1491,,14.0,16.2,0.0,1.16,0.01,0.01,hexapeptide transferase domain protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_1492,yaeB,13.0,8.1,32.0,0.62,2.46,3.95,YaeB family putative methyltransferase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_1507,dctQ,18.6,13.5,64.1,0.73,3.44,4.74,TRAP-type C4-dicarboxylate:H+ symport system small permease component DctQ,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids",,Inner Membrane (4 transmembrane spans),,,,unresolved
SputW3181_1508,dctP,27.0,25.7,197.8,0.95,7.33,7.71,TRAP-type C4-dicarboxylate:H+ symport system substrate-binding component DctP,Transport and binding proteins,"Carbohydrates, organic alcohols, and acids",,Periplasm,,,,unresolved
SputW3181_1516,sstT,82.8,85.1,176.2,1.03,2.13,2.07,serine/threonine:Na+ symporter SstT,Transport and binding proteins,"Amino acids, peptides and amines",,Inner Membrane (9 transmembrane spans),,,,unresolved
SputW3181_1518,agaO,18.6,14.9,32.0,0.8,1.72,2.16,sugar oxidoreductase AgaO,Central intermediary metabolism,Sugars,N-acteylglucosamine utilization,Periplasm,,,,unresolved
SputW3181_1519,,121.9,43.2,15.2,0.35,0.12,0.35,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1520,,27.0,28.4,102.5,1.05,3.8,3.61,RluA family 23S rRNA pseudouridine synthase,Protein synthesis,tRNA and rRNA base modification,tRNA biogenesis,Cytoplasm,,,,unresolved
SputW3181_1523,queA,9.3,10.8,23.2,1.16,2.5,2.15,S-adenosylmethionine:tRNA ribosyltransferase-isomerase QueA,Protein synthesis,tRNA and rRNA base modification,tRNA biogenesis,Cytoplasm,,,,unresolved
SputW3181_1538,,18.6,5.4,17.6,0.29,0.95,3.26,outer membrane long-chain fatty acid receptor FadL family,Transport and binding proteins,Porins and secretins,Fatty acid degradation,Outer Membrane,FabR and FadR,,,unresolved
SputW3181_1548,fadI,65.1,28.4,112.9,0.44,1.73,3.98,anaerobic fatty oxidation complex beta subunit FadI,Fatty acid and phospholipid metabolism,Degradation,Fatty acid degradation,Cytoplasm,FadR and PsrA,,,unresolved
SputW3181_1549,fadJ,95.8,39.2,88.9,0.41,0.93,2.27,anaerobic fatty oxidation complex alpha subunit FadJ,Fatty acid and phospholipid metabolism,Degradation,Fatty acid degradation,Cytoplasm,FadR and PsrA,,,unresolved
SputW3181_1552,,7.4,10.8,4.8,1.45,0.65,0.44,bifunctional diguanylate cyclase/phosphodiesterase with PAS sensory domain,Regulatory functions,Small molecule interactions,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_1554,sixA,163.8,194.5,87.3,1.19,0.53,0.45,phosphohistidine phosphatase SixA,Regulatory functions,Protein interactions,,Cytoplasm,,,,unresolved
SputW3181_1570,cvpA,43.7,51.3,140.9,1.17,3.22,2.75,colicin V production protein CvpA,Cellular processes,Toxin production and resistance,Toxin production - colicin,Inner Membrane (4 transmembrane spans),,,,unresolved
SputW3181_1572,,16.7,2.7,0.0,0.16,0.01,0.05,uncharacterized membrane protein,Unknown function,General,,Inner Membrane (3 transmembrane spans),,,,unresolved
SputW3181_1578,,5.6,12.2,0.0,2.18,0.02,0.01,flavocytochrome c heme submit,Energy metabolism,Electron transport,Nitrate and nitrite respiration,Periplasm,NarP,,,unresolved
SputW3181_1579,pip,22.3,17.6,0.0,0.79,0.01,0.01,proline iminopeptidase Pip,Protein fate,"Degradation of proteins, peptides, and glycopeptides",Proline utilization,Cytoplasm,,,,unresolved
SputW3181_1582,mocA,59.5,59.4,20.0,1.0,0.34,0.34,CTP:molybdopterin cytidylyltransferase MocA,"Biosynthesis of cofactors, prosthetic groups, and carriers",Molybdopterin and tungsten,Molybdopterin biosynthesis,Cytoplasm,,,,unresolved
SputW3181_1583,,30.7,47.3,20.0,1.54,0.65,0.42,aldehyde oxidase / xanthine dehydrogenase family FeS subunit,Unknown function,Enzymes of unknown specificity,,Periplasm,,,,unresolved
SputW3181_1586,,63.3,186.4,47.2,2.95,0.75,0.25,chemotaxis signal transduction system methyl accepting sensory transducer,Signal transduction,Taxis,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_1587,,13.0,33.8,15.2,2.59,1.17,0.45,hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1601,trpB,259.6,43.2,112.1,0.17,0.43,2.59,tryptophan synthase beta subunit TrpB,Amino acid biosynthesis,Aromatic amino acid family,Tryptophan biosynthesis,Cytoplasm,,,,unresolved
SputW3181_1604,trpG,244.7,28.4,73.7,0.12,0.3,2.6,anthranilate synthase component II glutamine amido-transferase TrpG,Amino acid biosynthesis,Aromatic amino acid family,Tryptophan biosynthesis,Cytoplasm,,,,unresolved
SputW3181_1619,gltS,27.9,8.1,2.4,0.29,0.09,0.3,sodium:glutamate symporter GltS,Transport and binding proteins,"Amino acids, peptides and amines",,Inner Membrane (11 transmembrane spans),,,,unresolved
SputW3181_1630,pflA,175.9,160.7,36.8,0.91,0.21,0.23,pyruvate formate-lyase 1 activating enzyme PflA,Regulatory functions,Protein interactions,Pyruvate metabolism,Cytoplasm,PdhR,,,unresolved
SputW3181_1631,pflB,263.3,201.3,51.2,0.76,0.19,0.25,pyruvate formate-lyase PflB,Energy metabolism,Pyruvate dehydrogenase,Pyruvate metabolism,Cytoplasm,PdhR,,,unresolved
SputW3181_1637,,3.7,5.4,0.0,1.45,0.03,0.02,tellurite-resistance/dicarboxylate transporter (TDT) family protein,Transport and binding proteins,Unknown substrate,,Inner Membrane (10 transmembrane spans),,,,unresolved
SputW3181_1646,,7.4,6.8,0.0,0.91,0.02,0.02,membrane protein of unknown protein DUF2919,Unknown function,General,,Inner Membrane (4 transmembrane spans),,,,unresolved
SputW3181_1647,,16.7,29.7,8.0,1.77,0.48,0.27,cyclic di-GMP hydrolase,Regulatory functions,Small molecule interactions,,Cytoplasm,,,,unresolved
SputW3181_1651,,73.5,228.3,586.1,3.11,7.97,2.57,putative solute:sodium symporter large subunit,Transport and binding proteins,Cations and iron carrying compounds,,Inner Membrane (12 transmembrane spans),,,,unresolved
SputW3181_1652,,33.5,54.0,139.3,1.61,4.16,2.58,putative nucleotidyltransferase DUF294,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_1653,,22.3,36.5,96.9,1.63,4.34,2.66,exonuclease,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_1659,acsA,124.7,255.3,568.5,2.05,4.56,2.23,acetyl-coenzyme A synthetase AcsA,Energy metabolism,Glycolysis/gluconeogenesis,Pyruvate metabolism,Cytoplasm,,,,unresolved
SputW3181_1661,,10.2,48.6,6.4,4.75,0.63,0.13,methyl accepting sensory transducer with Cache_2 sensory domain,Signal transduction,Taxis,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_1662,bioA,6.5,6.8,32.8,1.04,5.04,4.86,adenosylmethionine--8-amino-7-oxononanoate aminotransferase BioA,"Biosynthesis of cofactors, prosthetic groups, and carriers",Biotin,Biotin (B7) biosynthesis and salvage,Cytoplasm,BirA,,,unresolved
SputW3181_1667,,4.7,4.1,0.8,0.87,0.17,0.2,TonB-dependent receptor,Transport and binding proteins,Porins and secretins,,Outer Membrane,,,,unresolved
SputW3181_1677,,87.5,67.5,27.2,0.77,0.31,0.4,protein of unknown function DUF3478,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1683,,7.4,8.1,0.0,1.09,0.02,0.02,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1688,,201.0,59.4,27.2,0.3,0.14,0.46,SAM-dependent methyltransferase type 11,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_1690,,17.7,10.8,37.6,0.61,2.13,3.48,conserved domain protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1694,,5.6,4.1,10.4,0.73,1.86,2.57,cold-active zinc metallopeptidase M1 family,Protein fate,"Degradation of proteins, peptides, and glycopeptides",peptidase,Periplasm,,,,unresolved
SputW3181_1699,dusC,4.7,6.8,21.6,1.45,4.65,3.2,tRNA-dihydrouridine synthase C DusC,Protein synthesis,tRNA and rRNA base modification,tRNA biogenesis,Cytoplasm,,,,unresolved
SputW3181_1702,,44.7,39.2,13.6,0.88,0.3,0.35,protein of unknown function DUF2063,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1704,,68.9,48.6,121.7,0.71,1.77,2.5,protein of unknown function DUF454,Unknown function,General,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_1709,htpG,60.5,48.6,12.0,0.8,0.2,0.25,heat shock chaperone HtpG,Protein fate,Protein folding and stabilization,Heat shock response,Cytoplasm,,,,unresolved
SputW3181_1710,,81.0,68.9,27.2,0.85,0.34,0.4,putative thioredoxin YbbN,Energy metabolism,Electron transport,Stress respone - Heat shock,Cytoplasm,,,,unresolved
SputW3181_1717,,19.5,18.9,8.8,0.97,0.45,0.47,NADH:flavin oxidoreductase/NADH oxidase,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_1719,yejL,68.9,56.7,125.7,0.82,1.83,2.22,protein of unknown function DUF1414 YejL,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1722,queD,56.8,66.2,159.3,1.17,2.81,2.41,queosine biosynthesis protein QueD,Protein synthesis,tRNA and rRNA base modification,tRNA biogenesis,Cytoplasm,,,,unresolved
SputW3181_1724,,15.8,17.6,0.0,1.11,0.01,0.01,conserved hypothetical protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1729,,4.7,2.7,52.0,0.58,11.19,19.27,protein of unknown function DUF2986,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1730,yqfB,29.8,36.5,0.0,1.22,0.0,0.0,putative RNA-binding protein YqfB,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1733,,3.7,14.9,6.4,3.99,1.72,0.43,RND superfamily efflux pump MFP component,Transport and binding proteins,Unknown substrate,,Inner Membrane Lipoprotein,,,,unresolved
SputW3181_1734,gltA,509.9,489.0,1810.4,0.96,3.55,3.7,citrate synthase GltA,Energy metabolism,TCA cycle,Glyoxylate bypass,Cytoplasm,PsrA,,,unresolved
SputW3181_1735,sdhC,604.8,641.6,1358.0,1.06,2.25,2.12,succinate dehydrogenase cytochrome b556 subunit SdhC,Energy metabolism,TCA cycle,TCA cycle,Inner Membrane (3 transmembrane spans),PsrA,,,unresolved
SputW3181_1736,sdhD,290.3,244.5,763.1,0.84,2.63,3.12,succinate dehydrogenase membrane anchor subunit SdhD,Energy metabolism,TCA cycle,TCA cycle,Inner Membrane (3 transmembrane spans),PsrA,,,unresolved
SputW3181_1743,rnk,44.7,27.0,92.9,0.6,2.08,3.44,regulator of nucleoside diphosphate kinase Rnk,Regulatory functions,Protein interactions,,Cytoplasm,,,,unresolved
SputW3181_1748,,13.0,13.5,0.0,1.04,0.01,0.01,conserved hypothetical protein,Unknown function,General,,Inner Membrane (2 transmembrane spans),,,,unresolved
SputW3181_1756,,27.9,104.0,50.4,3.73,1.81,0.49,invasin domain protein,Cellular structures and extracellular matrix,Cell adhesion,BpfA adhesion system,Extracellular Lipoprotein,,,,unresolved
SputW3181_1759,,91.2,129.7,56.9,1.42,0.62,0.44,conserved protein of unknown function,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_1762,,7.4,5.4,0.0,0.73,0.02,0.02,4-hydroxybenzoyl-CoA thioesterase family protein,Unknown function,Enzymes of unknown specificity,Serine-glyoxylate cycle,Cytoplasm,,,,unresolved
SputW3181_1768,,18.6,14.9,7.2,0.8,0.39,0.49,protein of unknown function DUF1285,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1769,,281.0,182.3,72.1,0.65,0.26,0.4,MarR family transcriptional regulator,Regulatory functions,DNA interactions,,Cytoplasm,,,,unresolved
SputW3181_1770,,34.4,77.0,9.6,2.24,0.28,0.12,hypothetical protein,Unknown function,General,,Inner Membrane (1 transmembrane span),,,,unresolved
SputW3181_1773,,14.0,12.2,32.8,0.87,2.35,2.7,cupin 4 family protein,Unknown function,General,,Cytoplasm,,,,unresolved
SputW3181_1777,,49.3,50.0,6.4,1.01,0.13,0.13,MutT/nudix family protein,Unknown function,Enzymes of unknown specificity,,Cytoplasm,,,,unresolved
SputW3181_1778,rluE,14.0,14.9,4.0,1.06,0.29,0.27,23S rRNA pseudouridine2457 synthase RluE,Protein synthesis,tRNA and rRNA base modification,tRNA biogenesis,Cytoplasm,,,,unresolved
